COMUNE,FARMACIA,CL,INDIRIZZO,CAP,TELEFONO,PROVINCIA
ALTOFONTE,Lo Nigro Dorotea,U,"Piazza Falcone e Borsellino, 1",90030,091-437219,Palermo
SAN GIUSEPPE JATO,Miccichè Giuseppe,U,"Via Umberto I, 188",90048,091-8572129,Palermo
ASPRA-BAGHERIA,Scaduto SAS,R,"Via Scordato, 10",90010,091-955030,Palermo
BAGHERIA,Aiello Teresa,U,"Corso Butera, 32",90011,091-932316,Palermo
BAGHERIA,Bonanno Filippo,U,"Via Mattarella, 14",90011,091-905410,Palermo
BAGHERIA,De Michele Giuseppe,U,"Corso Umberto, 90",90011,091-932105,Palermo
BAGHERIA,Dei Pilastri S.N.C.,U,"Via Incorvino Amalfitano, 4",90011,,Palermo
BAGHERIA,Di Fede Antonina,U,"Corso Butera, 521",90011,091-934776,Palermo
BAGHERIA,Giambalvo Giacinto,U,"Via Dietro la Certosa, 37",90011,091-962683,Palermo
BAGHERIA,Greco di Maurizio e Pietro Giammanco SNC,U,"Via Diego D'Amico, 34",90011,091-905775,Palermo
BAGHERIA,Mancuso Sergio,U,"Corso Umberto I, 61",90011,091-922181,Palermo
BAGHERIA,Mineo Donatella,U,"Via Milazzo, 23",90011,091-963762,Palermo
BAGHERIA,Timoneri G.B. e A.M. S.N.C.,U,"Corso Butera, 603",90011,091-964943,Palermo
BAGHERIA,Vaccaro Liboria,U,"Via Città di Palermo, 140/D",90011,,Palermo
BALESTRATE,D'Arrigo Antonina,U,"Piazza Rettore, 63",90041,091-8786121,Palermo
BALESTRATE,Zangara Gaspare,U,"Via Madonna del Ponte, 10",90041,091-8786541,Palermo
BAUCINA,Di Marco Pietro,R,"Corso Umberto, 73",90020,091-8202498,Palermo
BELMONTE MEZZAGNO,Faraone S.N.C.,U,"Via Aldo Moro, 85",90031,091-8729416,Palermo
BELMONTE MEZZAGNO,Sciascia Pasquale,U,"Corso Aldo Moro, 134",90031,091-8729375,Palermo
BISACQUINO,Giaccone Benedetto,U,"Via XXIV Maggio, 24",90032,091-8351142,Palermo
BISACQUINO,Masseria Concetta,U,"Piazza Triona, 11",90032,091-8351211,Palermo
BLUFI,Polizzotto Anthony,R,"Corso Italia, 117",90020,0921-648061,Palermo
BOLOGNETTA,Lauricella Valeria,R,"Via Roma, 67",90030,091-8724014,Palermo
BOMPIETRO,Filippone Teresa,R,"Via C. Battisti, 19",90020,0921-647022,Palermo
BORGETTO,Amato Angela,U,"Corso Roma, 49",90042,091-8981356,Palermo
BORGETTO,Castellana Gabriele,U,"Corso Roma, 99",90042,091-8981462,Palermo
CACCAMO,Arena e Onorato S.N.C.,U,"Via Inveges, 4",90012,091-8149805,Palermo
CACCAMO,Gallo Biagio,U,S.P.21 KM 4.4 - C/DA S. GIOVANNI LI GRECI,90012,091-8123117,Palermo
CACCAMO,Moreci Domenico,U,"Piazza San Domenico, 2",90012,091-8148020,Palermo
CALCARELLI (CASTELLANA),Borgese Sergio,R,"Viale Risorgimento, 60 E/F",90020,0921-562182,Palermo
CALTAVUTURO,EREDI CIRRITO FRANCESCO,U,"Via Vittorio Emanuele, 85",90022,0921-541022,Palermo
CALTAVUTURO,Fatta della Dott.ssa Luisa Cirrito,U,"Via Manzoni, 74",90022,0921-541076,Palermo
CAMPOFELICE DI FITALIA,Militello Francesca,R,"Corso Vittorio Emanuele, 108",90030,091-8200151,Palermo
CAMPOFELICE DI ROCCELLA,Morreale Antonino,R,"Via Umberto, 6",90010,0921-428338,Palermo
CAMPOFIORITO,Gennusa Giuseppa,R,"Via Gramsci, 17",90030,091-8466625,Palermo
CAMPOREALE,Di Matteo Bernardo,R,"Via Minghetti, 67",90043,0924-36017,Palermo
CAPACI,Romano Urania,U,"Piazza A. Cataldo, 10",90040,091-8671251,Palermo
CARINI,Aiello Francesco,U,"Via Torretta, 14",90044,091-8661252,Palermo
CARINI,Governanti S.N.C.,U,"Piazza Duomo, 23",90044,091-8661129,Palermo
CARINI,Bivio Foresta della Dr.ssa Ferrara Anna M.,U,"SS 113, 182",90044,,Palermo
CARINI,Cottone Giuseppe,U,"Corso Italia, 56",90044,,Palermo
CARINI,Guzzetta Maria Gabriella,U,"Piazza Duomo, 19",90044,091-8661161,Palermo
CASTELBUONO,Mitra Mario,U,"Via Vittorio Emanuele, 89",90013,0921-671811,Palermo
CASTELBUONO,Sottile Vincenzo,U,"Via Umberto I, 30",90013,0921-671223,Palermo
CASTELBUONO,Virgilio S.N.C.,U,"Corso Vittorio Emanuele, 56",90013,0921-671122,Palermo
CASTELDACCIA,Lanzara Andrea,U,"Via Roma, 45",90014,091-953301,Palermo
CASTELDACCIA,Pecoraro Giuseppe,U,"Via Allò, 7",90014,091-942438,Palermo
CASTELLANA SICULA,Restivo Francesco,R,"Via Mazzini, 205",90020,0921-642029,Palermo
CASTRONOVO DI SICILIA,Raia Angelo,R,"Corso Umberto, 59",90030,091-8217071,Palermo
CEFALA’ DIANA,La Marca Gianfranco,R,"Piazza Umberto I, 20",90030,091-8201487,Palermo
CEFALU’,Battaglia Anna,U,"Via Roma, 13",90015,0921-421789,Palermo
CEFALU’,Cirincione S.N.C.,U,"Corso Ruggero, 144",90015,0921-421209,Palermo
CEFALU’,Vacanti Domenico,U,"Via G. Vazzana, 6",90015,0921-422566,Palermo
CERDA,La Marca Vincenza,U,"Via Strang, 4",90010,091-8991653,Palermo
CERDA,Messina Giovanni,U,"Via L. Principale, 15",90010,091-8991309,Palermo
CHIUSA SCLAFANI,Di Giorgio di Arcuri Marisa,R,"Via Roma, 2",90033,091-8353503,Palermo
CHIUSA SCLAFANI,Tornambè Marta,R,"Via Santa Caterina, 39",90033,,Palermo
CIMINNA,Grimaldi Antonio,R,"Corso Umberto I, 213/A",90023,091-8204205,Palermo
CINISI,Venuti Giuseppe,U,"Via Umberto, 13",90045,091-8664094,Palermo
CINISI,Viola Loredana,U,"Via Regina Margherita, 8",90045,091-8664042,Palermo
COLLESANO,Battaglia Maria,R,"Via Roma, 51",90016,0921-661103,Palermo
CONTESSA ENTELLINA,Musacchia Gaspare,R,"Via Reres, 10",90030,091-8355328,Palermo
CORLEONE,Binenti Rosa,U,"Via Roma, 1",90034,091-8461341,Palermo
CORLEONE,Mongiovì Anna,U,Via Don Colletto,90034,091-8464921,Palermo
CORLEONE,Rizzo Daniela,U,"Via S. Martino, 98",90034,091-8461147,Palermo
FICARAZZI,Buscaglia Anna Maria,U,"Via Marco Polo, 8",90010,091-495251,Palermo
FICARAZZI,Morsicato Rosa Marinella,U,"Corso Umberto, 681",90010,,Palermo
FINALE DI POLLINA,Di Pietro Maria,R,"Via Libertà, 134",90010,0921-426447,Palermo
GANGI,Brucato Maria e C. S.N.C.,U,"Via F. G. Vitale, 91",90024,0921-644384,Palermo
GANGI,Gallina Antonio,U,"Via Umberto I, 29",90024,0921-644063,Palermo
GERACI SICULO,Franco Maria Giuseppina,R,"Via SS. Salvatore, 19",90010,0921-643061,Palermo
GIARDINELLO,Scirè Scappuzzo Angela,R,"Via Mazzini, 2",90040,091-8784678,Palermo
GIULIANA,Buscaglia Giuseppe,R,"Via G. Santoro, 10",90030,091-8356850,Palermo
GODRANO,Liberto Antonio,R,"Via Celano, 40",90030,091-8208213,Palermo
GRATTERI,Di Giorgio D. e Pisciotta L. SNC,R,"Via Umberto, 57",90010,0921-429703,Palermo
GRISI’-MONREALE,Ditta Dario,R,"Via Vittorio Emanuele, 4",90040,091-8785185,Palermo
ISNELLO,Cicero Antonietta,R,"Piazza Mazzini, 8",90010,0921-662144,Palermo
ISOLA DELLE FEMMINE,Di Mino Maria Antonietta S.A.S.,R,"Via Roma, 36",90040,091-8696962,Palermo
LASCARI,Fustaneo Maria Antonia,R,"Via Abbate, 1",90010,0921-427149,Palermo
LERCARA FRIDDI,Calì Giovanni,U,"Piazza Umberto I, 33",90025,091-8251013,Palermo
LERCARA FRIDDI,Fratelli Di Carlo S.N.C.,U,"Piazza Duomo, 12",90025,091-8251597,Palermo
LERCARA FRIDDI,Lombino Rosa Maria,U,"Corso G. Sartorio, 36",90025,091-8251006,Palermo
LOCATI,Riccobene Rosaria M. A.,R,"Via Poste, 16",90035,0921-647237,Palermo
MANDRANOVA-CAMPOREALE,Belli Marcello,R,"Via delle Rose, 20",90043,0924-36135,Palermo
MARINEO,Martorana Maria Francesca,U,"Via Falcone e Borsellino, 82",90035,091-8725178,Palermo
MARINEO,Schirò di Schirò Maria Teresa e Giosafat S.N.C.,U,"Corso dei Mille, 93",90035,091-8725134,Palermo
MEZZOJUSO,Lo Brutto Vittorio,R,"Piazza Umberto I, 16",90030,091-8203302,Palermo
MISILMERI,Borsellino di Liotta & Miceli SNC,U,"Corso Vittorio Emanuele, 16",90036,091-8721395,Palermo
MISILMERI,Moschitta Pietro S.N.C.,U,"Corso Vittorio Emanuele, 331",90036,091-8721135,Palermo
MISILMERI,Musumeci Antonietta,U,"Piazzetta XII Gennaio, 6",90036,,Palermo
MISILMERI,Taravella Cruciano,U,"Via IV Aprile, 23",90036,091-8721231,Palermo
MISILMERI,Tornabene Patrizia,U,"Via Luigi Sturzo, 76",90036,,Palermo
MONREALE,Accetta Laura e C. S.N.C.,U,"Salita Garibaldi, 4",90046,091-6404432,Palermo
MONREALE,Glorioso Alessandra,U,"Via Roma, 6",90046,091-6404428,Palermo
MONREALE,Pedone & C. S.N.C.,U,"C.do Pietro Novelli, 71",90046,091-6404417,Palermo
MONREALE,Zuccaro SNC,U,"Via A. Veneziano, 75",90046,091-6404499,Palermo
MONTELEPRE,Cordone Giovanni,U,"Corso Di Bella, 20",90040,091-8784019,Palermo
MONTELEPRE,Lo Cascio Francesca,U,"Via F. Purpura, 41",90040,091-8784424,Palermo
MONTEMAGGIORE BELSITO,Damiani Giuseppe,R,"Corso Re Galantuomo, 124",90020,091-8993221,Palermo
PALAZZO ADRIANO,Palermo Calogero,R,"Via Francesco Crispi, 42",90020,091-8348035,Palermo
PALERMO,Agnello Mirella,U,"Via Villani, 16-18",90100,091-6682438,Palermo
PALERMO,Amari Miranda,U,"Via A. Poliziano, 70",90100,091-6828374,Palermo
PALERMO,Menni Giovanni,U,"Via Archimede, 182",90100,091-320461,Palermo
PALERMO,Sacro Cuore S.N.C.,U,"Piazza Principe Camporeale, 76",90100,091-214137,Palermo
PALERMO,Ajello Eleonora S.N.C.,U,"Via Pietro Scaglione, 10",90100,091-202821,Palermo
PALERMO,Alioto Piero SNC,U,"Via Tindari, 46",90100,091-311625,Palermo
PALERMO,Alongi Maddalena,U,"Via Maqueda, 327",90100,091-588159,Palermo
PALERMO,Amodeo Francesco,U,"Via Principe Scordia, 45/A",90100,091-584662,Palermo
PALERMO,Angilella Salvatore e Dario S.N.C.,U,"Via Libertà, 17/A",90100,091-328782,Palermo
PALERMO,Antica Farmacia Borsellino di Fiore Cecilia,U,"Via G. Roccella, 30",90100,091-595377,Palermo
PALERMO,Antica Farmacia Giusti,U,"Via G. D'Annunzio, 1",90100,091-309076,Palermo
PALERMO,Antica Farmacia Montepellegrino,U,"Via Montepellegrino, 127",90100,091-546531,Palermo
PALERMO,Barone Maria Vita,U,"Corso Calatafimi, 210",90100,091-422109,Palermo
PALERMO,Barone Mario,U,Via Vito Cesare Piazza,90100,091-6572247,Palermo
PALERMO,Besio S.A.S.,U,"Via G. Besio, 55 B/C",90100,091-205031,Palermo
PALERMO,Bilardo Emilia & C. S.N.C.,U,"Via dei Quartieri, 10",90100,091-6888956,Palermo
PALERMO,Bonsignore Dr. Roberto Tobia,U,"Viale Regione Siciliana, 2322",90100,091-402353,Palermo
PALERMO,BORSELLINO DI RICCARDO LISTRO,U,"Piazza S.A. dei Liguori, 31",90100,091-6851809,Palermo
PALERMO,Cacace Ferdinando,U,"Piazza San Francesco Di Paola, 49",90100,091-588313,Palermo
PALERMO,Cacace Ferdinando,U,"Via G.B. cuccia, 12",90100,,Palermo
PALERMO,Calì Donatella,U,"Via M.se di Roccaforte, 108",90100,091-361887,Palermo
PALERMO,Calì Giuseppe,U,"Corso Calatafimi, 1033/C",90100,091-6681286,Palermo
PALERMO,Calì Maria Gabriella,U,"Via Maqueda, 459",90100,091-320300,Palermo
PALERMO,Calì Roberto,U,"Via Gustavo Roccella, 251",90100,091-424071,Palermo
PALERMO,Caronna Fabio,U,"P.tta Porta Cuccia, 9",90100,091-320072,Palermo
PALERMO,Cascioferro Barbara,U,"Via Nino Martoglio, 4",90100,091-6164126,Palermo
PALERMO,Cavour Dr. Orlando Michele S.A.S.,U,"Via Padre Giuseppe Puglisi, 82",90100,091-392900,Palermo
PALERMO,Cerasola M.L. E Dones V. SNC,U,"Via Don Orione, 28",90100,091-6379559,Palermo
PALERMO,Cerasola Giuseppe,U,"Via Vanvitelli, 122",90100,091-202900,Palermo
PALERMO,Chiavetta Giuseppe,U,"Corso Finocchiaro Aprile, 133",90100,091-588939,Palermo
PALERMO,Ciancio Sonia,U,"Via Isidoro La Lumia, 2",90100,091-582849,Palermo
PALERMO,Ciprì Valeria,U,"Via B. Latini, 14",90100,091-588942,Palermo
PALERMO,Consiglio Dino,U,"Via Pitrè, 118/D",90100,091-212141,Palermo
PALERMO,Cortegiani Marina,U,"Via Enrico Toti, 111",90100,091-488421,Palermo
PALERMO,Cottone Cecilia,U,"Viale Campania, 27/A",90100,091-519263,Palermo
PALERMO,Crimaudo Gianluca,U,"Via Alloro, 167",90100,091-6164133,Palermo
PALERMO,Cuccia & Castello S.N.C.,U,"Via Imera, 1",90100,091-320175,Palermo
PALERMO,Cuccia Antonino,U,"Via Emilio Salgari, 1",90100,091-6910416,Palermo
PALERMO,Cuccia Gaspare,U,"Via Cataldo Parisio, 59",90100,091-6821518,Palermo
PALERMO,Cupani Franca,U,"Via Mater Dolorosa, 2/4",90100,091-6710628,Palermo
PALERMO,D'Alessandro Antonino,U,"Via Ariosto, 24",90100,091-6251740,Palermo
PALERMO,D'Angelo S.N.C.,U,"Corso dei Mille, 665",90100,091-6214165,Palermo
PALERMO,Del Centro S.N.C.,U,"Piazza Castelnuovo, 21",90100,091-589841,Palermo
PALERMO,Deleo Raimondo e C. S.N.C.,U,"Via Azolino Hazon, 5",90100,091-6303940,Palermo
PALERMO,Della Fiera Dr. Re G. & C. S.A.S.,U,"Via Isaac Rabin, 1",90100,091-521403,Palermo
PALERMO,Di Figlia Daniela,U,"Via Oreto, 208",90100,091-6171661,Palermo
PALERMO,Di Figlia Laura,U,"Via Messina Marine, 795",90100,091-6140132,Palermo
PALERMO,Di Giorgio Giuseppa,U,"Via Filippo Di Giovanni, 55",90100,091-6884263,Palermo
PALERMO,Di Mino Aldo,U,"Via dei Picciotti, 3",90100,091-471600,Palermo
PALERMO,Di Mino Sergio,U,"Via Serradifalco, 191",90100,091-6814016,Palermo
PALERMO,Di Naro Sante,U,"Via Roma, 207",90100,091-585869,Palermo
PALERMO,Duca Daniele,U,"Via Tommaso Natale, 2/G",90100,091-243744,Palermo
PALERMO,Eredi Di Verga Elena S.N.C.,U,"Corso Calatafimi, 464",90100,091-423785,Palermo
PALERMO,Eredi Raiata Tommaso,U,"Via Ciaculli, 130/A",90100,091-6301198,Palermo
PALERMO,Fatta Clementina,U,"Via Dell'Orsa Minore, 102",90100,091-447268,Palermo
PALERMO,Figuccia Clara,U,"Piazza Vittorio Veneto, 11",90100,091-515209,Palermo
PALERMO,Fiore Antonino,U,"Via XX Settembre, 54 B/C",90100,091-587448,Palermo
PALERMO,FRISCIA IRENE,U,CORSO DEI MILLE 528/A,90100,,Palermo
PALERMO,Friscia Irene,U,"Corso dei Mille, 528/A",90100,091-6216115,Palermo
PALERMO,Galante Giuseppe,U,"Via Garibaldi, 10",90100,091-6161787,Palermo
PALERMO,GALLO SILVIA,U,VIA TRICOMI 12,90100,,Palermo
PALERMO,Gallo Silvia,U,"Via Tricomi, 12",90100,091-6574128,Palermo
PALERMO,Genovese Diego,U,"Corso Tukory, 190",90100,091-6514039,Palermo
PALERMO,Antica Farmacia Gerardi Dr.ssa Cusumano,U,"Via Sardegna, 29",90100,091-527437,Palermo
PALERMO,Fisco Paolo Mario,U,"Via E. Giafar, 102",90100,091-6302875,Palermo
PALERMO,Giardina Anna,U,"Via Simone Cuccia, 17",90100,091-341627,Palermo
PALERMO,Gioa S.N.C.,U,"Via D'Amelio, 42 A/B",90100,091-6379587,Palermo
PALERMO,Giordano Maria Luisa,U,"Via Carbone, 44",90100,091-450064,Palermo
PALERMO,Giuffrè Chiara,U,"Piazza Tommaso Natale, 195",90100,091-530111,Palermo
PALERMO,Greco Giovanna,U,"Viale Resurrezione, 5",90100,091-6714384,Palermo
PALERMO,Guarisco e Di Vuolo S.N.C.,U,"Via F. Baracca, 6",90100,091-6680744,Palermo
PALERMO,Guccione Matteo,U,"Via Palmerino, 20/B",90100,091-488006,Palermo
PALERMO,Gullo Roberta,U,"Piazza Tosti, 23",90100,091-6828986,Palermo
PALERMO,Indelicato Ilario,U,"Via Maggiore Toselli, 83",90100,091-341856,Palermo
PALERMO,Inglese Dr.ssa Perricone Maria Agata S.A.S.,U,"Via M. Stabile, 173",90100,091-334482,Palermo
PALERMO,Inglima Antonino & C. S.N.C.,U,"Via P.pe di Scordia, 116",90100,091-331500,Palermo
PALERMO,La Madonnina di Minore S.A.S.,U,"Via Montalbo, 124",90100,091-546905,Palermo
PALERMO,La Mantia G. & L. S.N.C.,U,"P.tta Visita Poveri, 3",90100,091-323559,Palermo
PALERMO,La Nuova Farmacia,U,"Via del Levriere, 18",90100,091-6475888,Palermo
PALERMO,La Rizza S.N.C.,U,"Viale Piazza Armerina, 23",90100,091-311568,Palermo
PALERMO,Lauricella Giuseppina,U,"Via Volturno, 83",90100,091-321027,Palermo
PALERMO,Li Calzi Giuseppe,U,"Via Emerico Amari, 2",90100,091-585383,Palermo
PALERMO,Liggio Rossella,U,"Via L. Da Vinci, 319",90100,091-408489,Palermo
PALERMO,Listro Orazio,U,"Via Sanfilippo, 8",90100,091-441141,Palermo
PALERMO,Lo Bianco Giuseppe,U,"Via Lancia di Brolo, 151/F",90100,091-6811584,Palermo
PALERMO,Della Stazione Centrale SNC,U,"Via Roma, 1",90100,091-6162117,Palermo
PALERMO,Lo Casto Marina,U,"Via Marchese Ugo, 82",90100,091-6251725,Palermo
PALERMO,Cannata S.N.C.,U,"Via Lincoln, 130",90100,091-6161970,Palermo
PALERMO,Sacro Cuore S.N.C.,U,"Via Terrasanta, 20",90100,091-302947,Palermo
PALERMO,Lo Nano Luciana,U,"Via Pecori Giraldi, 42",90100,091-476958,Palermo
PALERMO,Antica Farmacia Cavour di Minore M,U,"Via Cavour, 96",90100,091-582856,Palermo
PALERMO,Lumia S.N.C.,U,"Via Autonomia Siciliana, 31",90100,091-6257015,Palermo
PALERMO,Mancino Monica,U,"Piazza P.pe Camporeale, 44",90100,091-6817849,Palermo
PALERMO,Mancuso Francesco,U,"Viale delle Alpi, 7/C",90100,091-308150,Palermo
PALERMO,Mandalà Francesca,U,"Via Villagrazia, 575",90100,091-430168,Palermo
PALERMO,Maniscalco Adele,U,"Viale Michelangelo, 1938",90100,091-315689,Palermo
PALERMO,Mantione Massimo,U,"Via Ausonia, 101",90100,091-527858,Palermo
PALERMO,Marascia Anna Maria,U,"Via Gustavo Roccella, 49",90100,091-488122,Palermo
PALERMO,Margiotta Salvatore,U,"Via Pitrè, 3",90100,091-212373,Palermo
PALERMO,Marrocco Gabriella,U,"Via Maria SS Mediatrice, 134",90100,091-425266,Palermo
PALERMO,MAYMONE GIUSEPPINA,U,VIA CATANIA 122,90100,,Palermo
PALERMO,Maymone Giuseppina,U,"Via Catania, 122",90010,091-584096,Palermo
PALERMO,Mercadante Valeria,U,"Viale Regina Elena, 73",90100,091-450381,Palermo
PALERMO,Micale Maria,U,"Via Montalbo, 1",90100,091-361128,Palermo
PALERMO,Milisenna S.N.C.,U,"Via Papireto, 17/A",90100,091-582007,Palermo
PALERMO,Molara di Pizzitola Rosa Maria & C. S.N.C.,U,"Via Molara, 34/E",90100,091-6686022,Palermo
PALERMO,Motisi S.N.C.,U,"Corso Pisani, 25",90100,091-422389,Palermo
PALERMO,Muratore Pietro,U,"Via Oreto, 322/A",90100,091-444537,Palermo
PALERMO,Musumeci Renato,U,"Via Empedocle Restivo, 23",90100,091-6703421,Palermo
PALERMO,Orecchio Maria Teresa,U,"Corso Calatafimi, 71",90100,091-422286,Palermo
PALERMO,Orlando Ferdinando,U,"Via Nicolò Garzilli, 58",90100,091-6259612,Palermo
PALERMO,Palagonia S.N.C.,U,"Via Zandonai, 12",90100,091-6813038,Palermo
PALERMO,Palermo Mario,U,"Via Rocco Jemma, 101",90100,091-6165489,Palermo
PALERMO,Pantò Alfredo,U,"Via Pacinotti, 8",90100,091-6812708,Palermo
PALERMO,Parlato della Dr.ssa Daniela Lampasona,U,"Via I. Mormino, 41-51",90100,091-241126,Palermo
PALERMO,Paternostro Beatrice,U,"Via Cruillas, 3 C/D",90100,091-6850977,Palermo
PALERMO,Pennino Licia,U,"Via E. Arculeo, 31",90100,091-212116,Palermo
PALERMO,Trapani Fulvio,U,"Corso Vittorio Emanuele, 488",90100,091-6511879,Palermo
PALERMO,Polizzi Rosalia,U,"Corso Calatafimi, 415",90100,091-422961,Palermo
PALERMO,Provenzani Carlo,U,"Corso dei Mille, 179",90100,091-6165178,Palermo
PALERMO,Quattrocchi Maria,U,"Piazza Bologni, 25",90100,091-331594,Palermo
PALERMO,Randazzo Rosa Alba,U,"Via Termini Imerese, 2",90100,091-405009,Palermo
PALERMO,Dei Leoni di Salvatore Terranova SAS,U,"Piazza Leoni, 81",90100,091-362335,Palermo
PALERMO,Re Giuseppe e C. S.A.S.,U,"Piazza Giovanni Paolo II, 32",90100,091-544894,Palermo
PALERMO,Renda Antonio,U,"Viale Strasburgo, 275",90100,091-6881728,Palermo
PALERMO,Rizzo Maria Celeste,U,"Piazza Mondello, 53",90100,091-454145,Palermo
PALERMO,Romano Maurizio,U,"Via Diaz, 90",90100,091-476824,Palermo
PALERMO,Roxas Giovanbattista,U,"Via Vito La Mantia, 101",90100,091-6511703,Palermo
PALERMO,Ruffino S.N.C.,U,Via Mogadiscio,90100,091-222564,Palermo
PALERMO,Ruggeri Letizia & C. S.N.C.,U,"Via Dell'Ermellino, 28",90100,091-447617,Palermo
PALERMO,Saitta Francesco,U,"Via F. Paruta, 12/F",90100,091-6688717,Palermo
PALERMO,Saladino Olivia,U,"Via P.pe Belmonte, 110",90100,091-581771,Palermo
PALERMO,Salem Roberta,U,"Piazza Beati Paoli, 6",90100,091-588369,Palermo
PALERMO,San Michele S.N.C.,U,"Via Sciuti, 77/H",90100,091-343505,Palermo
PALERMO,Sanfilippo S.N.C.,U,"Via Galileo Galilei, 123",90100,091-201630,Palermo
PALERMO,Amendola SNC Dottori Longo e Scardina,U,"Piazza G. Amendola, 14",90100,091-333923,Palermo
PALERMO,Sciascia Marco,U,"Via Roma, 113",90100,091-6164339,Palermo
PALERMO,Scimeca SNC,U,"Via Oreto, 421",90100,091-441261,Palermo
PALERMO,Sferlazzo Marco,U,"Via Piazza Porta Montalto, 6",90100,091-6519046,Palermo
PALERMO,Siagura Luigi,U,"Via Dante, 59",90100,091-588400,Palermo
PALERMO,SIMONETTI ANTONIO,U,VIA XXVII MAGGIO 32,90100,,Palermo
PALERMO,Simonetti Antonio,U,"Via XXVII Maggio, 32",90100,091-6214441,Palermo
PALERMO,Simonetti Domenico,U,"Via Roma, 323",90100,091-584067,Palermo
PALERMO,Sirchia Gaetano,U,"Corso Tukory, 82",90100,091-6511887,Palermo
PALERMO,Sirchia Petulia,U,"Via Ponte di Mare, 77",90100,091-6170693,Palermo
PALERMO,Vergine Maria SNC di Ferrara Vito,U,"Via Bordonaro, 22",90100,091-544858,Palermo
PALERMO,Strasburgo S.N.C.,U,"Viale Strasburgo, 202",90100,091-527986,Palermo
PALERMO,Tamburello Rosaria,U,"Piazza S. Oliva, 36/B",90100,091-585735,Palermo
PALERMO,Tedesco Pietro,U,"Via Dante, 15/A",90100,091-586775,Palermo
PALERMO,Teresi Maria,U,"Via Maqueda, 13",90100,091-6162179,Palermo
PALERMO,Tiberio V. & M.T. S.N.C.,U,"Via A. De Gasperi, 221",90100,091-527845,Palermo
PALERMO,Timoneri Luigi S.N.C.,U,"Largo E. Alfano, 3",90100,091-585912,Palermo
PALERMO,Torina Luigia,U,"Corso Camillo Finocchiaro Aprile, 16",90100,091-585238,Palermo
PALERMO,Tortorici Emilio e C. S.N.C.,U,"Via Maqueda, 49",90100,091-6162168,Palermo
PALERMO,Tortorici Margherita,U,"Via Papa Sergio, 24/D",90100,091-544778,Palermo
PALERMO,Triolo S.N.C.,U,"Via D'Ossuna, 177",90100,091-6515956,Palermo
PALERMO,Tripi del Dott. Francesco Miraglia,U,"Via Aloi, 3/C",90100,091-6484273,Palermo
PALERMO,Trossarelli S.A.S.,U,"Via Perez, 68",90100,091-6161132,Palermo
PALERMO,Tulone di Raspante S.N.C.,U,Via Aspromonte,90100,091-206017,Palermo
PALERMO,Tulone Libero & C. S.N.C.,U,"Via G. Zappa, 144",90100,091-243650,Palermo
PALERMO,Vajana S.N.C.,U,"Via Maqueda, 189",90100,091-6162769,Palermo
PALERMO,Valerio Caterina,U,"Via Cavour, 79",90100,091-583195,Palermo
PALERMO,Verga Gianfranco,U,"Via Eugenio l'Emiro, 34-36",90100,091-6511761,Palermo
PALERMO,Vetro Domenico,U,"Via Monte San Calogero, 21",90100,091-6709605,Palermo
PALERMO,Vetro Marcella,U,"Via Emerico Amari, 121",90100,091-587775,Palermo
PALERMO,Villa Serena S.N.C.,U,"Via Tasca Lanza, 106",90100,091-213241,Palermo
PALERMO,Vinciguerra Francesco,U,"Via Sacco e Vanzetti, 30",90100,091-475991,Palermo
PALERMO,Viola Valeria,U,"Viale delle Alpi, 85/A",90100,091-528496,Palermo
PALERMO,Virga Anna Maria,U,"Via L. Da Vinci, 338",90100,091-406185,Palermo
PALERMO,Vita Margherita S.N.C.,U,"Via Castellana, 154",90100,091-311771,Palermo
PALERMO,Zasa S.N.C.,U,"Viale Strasburgo, 306",90100,091-6885445,Palermo
PALERMO-SFERRACAVALLO,Del Castillo S.N.C.,R,"Via del Manderino, 3",90148,091-530042,Palermo
PARTINICO,Campolino Biagio,U,"Corso dei Mille, 115",90047,091-8781171,Palermo
PARTINICO,Ferro S.N.C.,U,"Via T. La Fata, 32",90047,091-8781237,Palermo
PARTINICO,Eredi Gassisi Giovanna,U,"Via T. La Fata, 53",90047,091-8782243,Palermo
PARTINICO,Eredi Grasso Salvatore,U,"Via Oldani, 7",90047,091-8903522,Palermo
PARTINICO,Guarisco Pietro,U,"Corso dei Mille, 176",90047,091-8781062,Palermo
PARTINICO,Randazzo S.N.C.,U,"Corso dei Mille, 256",90047,091-8781304,Palermo
PARTINICO,Ricupati S.N.C.,U,"Corso dei Mille, 121",90047,091-8782085,Palermo
PETRALIA SOPRANA,La Cara Giuseppe,R,SS 120 SN MADONNUZZA,90026,0921-680861,Palermo
PETRALIA SOPRANA,Li Puma Salvatore,R,"Via G. Medici, 26",90026,0921-641497,Palermo
PETRALIA SOTTANA,Abbate S.A.S.,R,"Corso P. Agliata, 152",90026,0921-641126,Palermo
PIANA DEGLI ALBANESI,Piana degli Albanesi S.N.C.,R,"Via G. Kastriota, 54",90037,091-8561005,Palermo
PIOPPO,Pastorello Margherita,R,"Via Provinciale, 316",90040,091-419221,Palermo
POLIZZI GENEROSA,Cannata S.N.C.,R,"Via Garibaldi, 69",90028,0921-649093,Palermo
POLIZZI GENEROSA,Cassisi Salvatore,R,"Piazza Umberto I, 4",90028,0921-649554,Palermo
POLLINA,Miserendino Santi,R,"Via Catena, 34",90010,0921-425286,Palermo
